"AC","Description","Fortitude","HP","Initiative","Other Abilities","Other Health","Reflex","Senses","Speed","Will","id","name"
"36","Huge natural beast XP 4,000 ","33","360","+13",", burrow 8; see also earth furrow Action Points 1Bite (standard; at-will) Before it bites, the dire bulette can make a standing long jump (as a free action) without provoking opportunity attacks; +23 vs. AC; 2d8 + 10 damage, or 4d8 + 10 damage if the target is prone. C Rising Burst (standard; at-will) Close burst 2; the dire bulette sprays rock and dirt into the air when it rises out of the ground; +22 vs. AC; 1d8 + 10 damage. M Earth Furrow (move; at-will) The dire bulette moves up to its burrow speed just below the surface of the ground, avoiding opportunity attacks as it passes underneath other creatures' squares. As it burrows beneath the space of a Large or smaller creature on the ground, the dire bulette makes an attack against the creature: +17 vs. Fortitude; on a hit, the target is knocked prone. Ground Eruption The squares into which a dire bulette surfaces and the squares it leaves when it burrows underground become difficult terrain. Second Wind (standard; encounter)  Healing The dire bulette spends a healing surge and regains 90 hit points. The dire bulette gains a +2 bonus to all defenses until the start of its next turn. Alignment Unaligned Languages -- Skills Athletics +24, Endurance +23 Str 30 (+19) Dex 15 (+11) Wis 18 (+13) Con 28 (+18) Int 5 (+6) Cha 12 (+10)","HP 360; Bloodied 180; see also second wind ","29","Perception +13; darkvision, tremorsense 20 ","8","29","34",""
"20","Medium immortal humanoid (devil) XP 350 ","20","106","+8",", fly 8 (clumsy)Greatsword (standard; at-will)  Fire , Weapon +10 vs. AC; 1d10 + 5 damage, and ongoing 5 fire damage (save ends). Whirlwind Charge When a hellsword charges an enemy, it can make a greatsword attack against each enemy within its reach at the end of its charge. Triumphant Surge The cambion hellsword gains 5 temporary hit points each time it bloodies an enemy or reduces an enemy to 0 hit points or fewer. Alignment Evil Languages Common, Supernal Skills Athletics +13, Intimidate +14 Str 20 (+9) Dex 18 (+8) Wis 16 (+7) Con 16 (+7) Int 10 (+4) Cha 21 (+9) Equipment chainmail, greatsword","HP 106; Bloodied 53 ","18","Perception +7; darkvision ","6","21","35",""
"30","Medium immortal humanoid (devil) XP 2,000 ","27","130","+14",", fly 8 (clumsy)Quarterstaff (standard; at-will)  Weapon +20 vs. AC; 1d8 + 2 damage. R Hellfire Ray (standard; at-will)  Fire Ranged 20; +22 vs. Reflex; 2d8 + 8 fire damage, and the target is knocked prone. A Soulscorch (standard; recharge   )  Fire Area burst 1 within 10; +22 vs. Reflex; 1d10 + 8 fire damage, and ongoing 5 fire damage (save ends). Soul Mantle A mantle of soul energy protects the hellfire magus, giving it a +4 bonus to AC and Reflex defense against ranged attacks (already included in its statistics). Alignment Evil Languages Common, Supernal Skills Arcana +20, Bluff +22, Diplomacy +22 Str 14 (+11) Dex 20 (+14) Wis 19 (+13) Con 16 (+12) Int 22 (+15) Cha 27 (+17) Equipment robes, quarterstaff","HP 130; Bloodied 65 ","30","Perception +13; darkvision ","6","32","36",""
"27","Large natural magical beast XP 2,400 ","29","366","+10",", fly 10 (clumsy), overland flight 15 Action Points 1Lion's Bite (standard; at-will) +18 vs. AC; 2d8 + 7 damage. M Ram's Charge (standard; at-will) The chimera makes a charge attack; +19 vs. AC; 1d10 + 11 damage, and the target is pushed 1 square or knocked prone. M Triple Threat (standard; at-will) The chimera makes the following three melee attacks, each one against a different target: Lion's Bite +18 vs. AC; 2d8 + 7 damage. Dragon's Bite +18 vs. AC; 3d6 + 7 damage. Ram's Gore +18 vs. AC; 1d10 + 7 damage, and the target is knocked prone. C Dragon Breath (standard; encounter)  Fire Close blast 5; +16 vs. Reflex; 2d6 + 3 damage, and ongoing 10 fire damage (save ends). C Bloodied Breath (free, when first bloodied; encounter) The chimera recharges and uses dragon breath. Alignment Unaligned Languages Common, Draconic Str 24 (+14) Dex 17 (+10) Wis 14 (+9) Con 23 (+13) Int 5 (+4) Cha 17 (+10)","HP 366; Bloodied 183; see also bloodied breath ","23","Perception +14; all-around vision, darkvision ","6","24","37",""
"27","Large aberrant magical beast (aquatic) XP 500 ","26","109","+10",", swim 6Claw (standard; at-will) Reach 2; +17 vs. AC; 1d6 + 6 damage, or 3d6 + 6 damage against an immobilized creature. M Double Attack (standard; at-will)  Poison The chuul makes two claw attacks. If both claw attacks hit a single target, the chuul makes a secondary attack against the same target with its tentacles. Secondary Attack: +14 vs. Fortitude; the target is immobilized (save ends). Tentacle Net  Poison A creature hit by a chuul's opportunity attack is immobilized until the end of the chuul's next turn. Alignment Unaligned Languages Deep Speech Str 22 (+11) Dex 16 (+8) Wis 18 (+9) Con 21 (+10) Int 4 (+2) Cha 14 (+7)","HP 109; Bloodied 54 ","20","Perception +9; darkvision ","6","21","38",""
"43","Huge immortal animate (construct) XP 30,000 ","48","662","+19"," Action Points 1Force Weapon (standard; at-will)  Force, Psychic, Weapon Reach 3; +32 vs. AC; 4d12 + 15 force damage, and the colossus makes a secondary attack against the same target. Secondary Attack: +25 vs. Will; 3d6 psychic damage, and the target is stunned until the end of the godforged colossus's next turn. M Defensive Strike (immediate reaction, when an enemy moves adjacent to the godforged colossus; recharge   )  Psychic +32 vs. AC; 4d12 + 15 damage plus 3d6 psychic damage, and the colossus makes a secondary attack against the same target. Secondary Attack: +30 vs. Fortitude; the target is pushed 5 squares, knocked prone, and dazed (save ends). R Force Missile (standard; at-will)  Force Ranged 20; +30 vs. Reflex; 3d10 + 3 force damage, and the target is pushed 5 squares. C Voice of the Demiurge (standard; encounter)  Psychic Close burst 10; targets enemies; +26 vs. Will; 3d8 + 11 psychic damage, and the target is stunned until the end of the godforged colossus' next turn. Alignment Unaligned Languages -- Str 40 (+29) Dex 21 (+19) Wis 34 (+26) Con 31 (+24) Int 4 (+11) Cha 17 (+17)","HP 662; Bloodied 331 ","40","Perception +26 Reverberating Presence (Psychic) aura 5; an enemy that starts its turn in the aura takes 20 psychic damage. ","10","45","39",""
"28","Huge fey beast (reptile) XP 1,000 ","29","216","+9",", swim 8 Action Points 1Bite (standard; at-will) Reach 2; +17 vs. AC; 2d8 + 6 damage, plus the target is grabbed (until escape). The feymire crocodile cannot make bite attacks while grabbing a creature, but it can use clamping jaws. M Clamping Jaws (standard; at-will) If a feymire crocodile begins its turn with a target grabbed in its jaws, it makes an attack against the grabbed creature: +17 vs. AC; 3d8 + 6 damage. Miss: Half damage. M Swallow (standard; at-will) The feymire crocodile attempts to swallow a bloodied Medium or smaller creature it is grabbing; +15 vs. Fortitude; on a hit, the target is swallowed and restrained (no save) and takes 10 damage on subsequent rounds at the start of the crocodile's turn. The swallowed creature can make melee basic attacks only, and only with one-handed or natural weapons. If the feymire crocodile dies, any creature trapped in the gullet can escape as a move action, ending that action in a square formerly occupied by the crocodile. Alignment Unaligned Languages -- Skills Stealth +12 Str 22 (+11) Dex 15 (+7) Wis 17 (+8) Con 20 (+10) Int 5 (+2) Cha 8 (+4)","HP 216; Bloodied 108 Regeneration 5 (if the feymire crocodile takes fire damage, its regeneration doesn't function on its next turn) ","21","Perception +8; low-light vision Feymire aura 2; enemies treat the area within the aura as difficult terrain. ","6","24","40",""
"27","Large fey humanoid XP 250 ","26","1","+8","Battleaxe (standard; at-will)  Weapon Reach 2; +17 vs. AC; 7 damage. Evil Eye (immediate reaction, when a melee attack misses the cyclops guard; at-will) The cyclops guard makes a melee basic attack against the attacker. Alignment Unaligned Languages Elven Str 22 (+11) Dex 16 (+8) Wis 17 (+8) Con 20 (+10) Int 11 (+5) Cha 11 (+5) Equipment hide armor, heavy shield, battleaxe","HP 1; a missed attack never damages a minion. ","23","Perception +13; truesight 6 ","6","23","41",""
"32","Large fey humanoid XP 350 ","31","1","+11","Battleaxe (standard; at-will)  Weapon Reach 2; +22 vs. AC; 8 damage. Evil Eye (immediate reaction, when a melee attack misses the cyclops warrior; at-will) The cyclops warrior makes a melee basic attack against the attacker. Alignment Unaligned Languages Elven Str 25 (+15) Dex 16 (+11) Wis 20 (+13) Con 22 (+14) Int 10 (+8) Cha 13 (+9) Equipment hide armor, heavy shield, battleaxe","HP 1; a missed attack never damages a minion. ","27","Perception +18; truesight 6 ","6","29","42",""
"28","Large fey humanoid XP 1,000 ","28","111","+10","Spear (standard; at-will)  Weapon Reach 2; +19 vs. AC; 1d10 + 6 damage. R Spear (standard; at-will)  Weapon Ranged 10/20; +19 vs. AC; 1d10 + 6 damage. R Impaling Volley (standard; recharge  )  Weapon The cyclops impaler makes 2 ranged spear attacks against different targets no more than 2 squares apart; range 10; +19 vs. AC; 2d6 + 6 damage, and ongoing 5 damage (save ends). Evil Eye (minor; at-will) Range sight; the cyclops impaler gains a +2 bonus to ranged attacks made against the target. It can designate only one target with its evil eye at a time. Alignment Unaligned Languages Elven Skills Athletics +18 Str 23 (+13) Dex 16 (+10) Wis 19 (+11) Con 21 (+12) Int 10 (+7) Cha 12 (+8) Equipment leather armor, 12 spears (in sheaf over back)","HP 111; Bloodied 55 ","25","Perception +16; truesight 6 ","8","26","43",""
"33","Large fey humanoid XP 1,400 ","31","158","+13","Battleaxe (standard; at-will)  Weapon Reach 2; +23 vs. AC; 1d12 + 7 damage. R Evil Eye (minor; at-will) Ranged 20; the cyclops hewer can designate only one target with its evil eye at a time and gains the following effects:  If the designated target misses one of the cyclops hewer's allies with a melee attack, the cyclops hewer can make a melee basic attack against that enemy as an immediate reaction.  If the designated target moves out of the cyclops hewer's reach, the cyclops hewer can shift 1 square toward the target as an immediate reaction. Alignment Unaligned Languages Elven Str 25 (+15) Dex 16 (+11) Wis 20 (+13) Con 22 (+14) Int 10 (+8) Cha 13 (+9) Equipment chainmail, light shield, battleaxe","HP 158; Bloodied 79 ","27","Perception +18; truesight 6 ","8","29","44",""
"29","Large fey humanoid XP 1,600 ","28","128","+11","; see also wind flightQuarterstaff (standard; at-will)  Thunder, Weapon Reach 2; +22 vs. AC; 2d4 + 4 damage plus 1d8 thunder damage. r Tempest Orb (standard; at-will)  Lightning, Thunder Ranged 20; +20 vs. Reflex; 2d8 + 6 lightning and thunder damage. R Evil Eye (minor; at-will) Ranged 20; +20 vs. Fortitude; the target gains vulnerable 5 to thunder damage and vulnerable 5 to lightning damage (save ends both effects). AStorm Burst (standard; encounter)  Lightning, Thunder, Zone Area burst 2 within 10; the power creates a zone that lasts until the end of the encounter. Enemies within the zone at the start of their turns take 2d8 lightning damage. Uncovered flames are doused and ongoing fire damage ends immediately within the zone. Wind Flight (minor; encounter) The cyclops storm shaman gains a fly speed of 8 (hover) until the end of its next turn. If it doesn't land before then, it crashes. Alignment Unaligned Languages Elven Str 18 (+12) Dex 16 (+11) Wis 19 (+12) Con 20 (+13) Int 14 (+10) Cha 15 (+10) Equipment leather armor, quarterstaff","HP 128; Bloodied 64 ","26","Perception +17; truesight 6 ","8","27","45",""
"18","Small shadow humanoid XP 175 ","15","54","+8","Dagger (standard; at-will)  Weapon +9 vs. AC; 1d4 + 4 damage. R Dagger (standard; at-will)  Weapon Ranged 5/10; +9 vs. AC; 1d4 + 4 damage. C Killing Dark (when reduced to 0 hit points) Close burst 1; targets enemies; each target is blinded (save ends). When slain, a dark creeper explodes in a spout of darkness. Combat Advantage The dark creeper deals an extra 1d6 damage on melee and ranged attacks against any target it has combat advantage against. Dark Step (move; at-will) The dark creeper moves up to 4 squares, gains a +4 bonus to AC against opportunity attacks, and gains combat advantage against any target that it ends its move adjacent to. Alignment Unaligned Languages Common Skills Stealth +11, Thievery +11 Str 11 (+2) Dex 18 (+6) Wis 14 (+4) Con 14 (+4) Int 13 (+3) Cha 13 (+3) Equipment black garments, 5 daggers","HP 54; Bloodied 27; see also killing dark ","17","Perception +4; darkvision ","6","15","46",""
"24","Small shadow humanoid XP 500 ","21","81","+14","Scimitar (standard; at-will)  Weapon +15 vs. AC; 1d8 + 5 damage (crit 1d8 + 13). R Dagger (standard; at-will)  Weapon Ranged 5/10; +15 vs. AC; 1d4 + 5 damage. A Dark Fog (standard; sustain minor; encounter)  Zone Area burst 4 within 10; creates a zone of darkness that blocks line of sight (creatures with darkvision ignore this effect). C Killing Dark (when reduced to 0 hit points) Close burst 1; targets enemies; each target is blinded (save ends). When slain, a dark creeper explodes in a spout of darkness. Combat Advantage The dark stalker deals an extra 2d6 damage on melee and ranged attacks against any target it has combat advantage against. Dark Step (move; at-will) The dark stalker moves up to 4 squares, gains a +4 bonus to AC against opportunity attacks, and gains combat advantage against any target that it ends its move adjacent to. Invisibility (minor; recharge     )  Illusion The dark stalker becomes invisible until the end of its next turn. Alignment Unaligned Languages Common Skills Stealth +15, Thievery +15 Str 12 (+6) Dex 21 (+10) Wis 14 (+7) Con 15 (+7) Int 14 (+7) Cha 19 (+9) Equipment black garments, scimitar, 4 daggers","HP 81; Bloodied 40; see also killing dark ","24","Perception +7; darkvision ","6","23","47",""
"35","Medium natural humanoid (undead) XP 3,200 ","32","264","+11"," Action Points 1Soulsword (standard; at-will)  Necrotic , Weapon +23 vs. AC; 1d8 + 12 damage plus 5 necrotic damage (plus an extra 2d6 necrotic damage on a critical hit). M Containing Strike (standard; at-will)  Necrotic , Weapon Requires soulsword; +23 vs. AC; 1d8 + 12 plus 5 necrotic damage, and the death knight can make a melee basic attack as an immediate interrupt against the target if the target shifts on its next turn. M Warrior's Challenge (standard; encounter)  Necrotic , Weapon Requires soulsword; +23 vs. AC; 3d8 + 12 plus 5 necrotic damage, and the target is pushed 2 squares. All enemies within 2 squares of the target are marked until the end of the death knight's next turn. C Unholy Flames (standard; recharge   )  Fire , Necrotic Close burst 2; +19 vs. Reflex; 6d8 + 12 fire and necrotic damage to living creatures. Undead creatures within the burst (including the death knight) deal an extra 2d6 fire damage with melee attacks until the end of the death knight's next turn. Combat Challenge Every time the death knight attacks an enemy, whether that attack hits or misses, the death knight can mark that target. The mark lasts until the end of the death knight's next turn. In addition, whenever an adjacent enemy shifts, the death knight makes a melee basic attack against that enemy (as an immediate interrupt). Second Wind (standard; encounter)  Healing The death knight spends a healing surge and regains 66 hit points. The death knight gains a +2 bonus to all defenses until the start of its next turn. Alignment Evil Languages Common Str 20 (+13) Dex 12 (+9) Wis 11 (+8) Con 18 (+12) Int 13 (+9) Cha 14 (+10) Equipment plate armor, light shield, soulsword (longsword)","","26","Perception +8; darkvision Marshal Undead aura 10; lower-level undead allies in the aura gain a +2 bonus to their attack rolls. AC 35; Fortitude 32, Reflex 26, Will 27 ","5","27","48",""
